"title","fiscal_year","n","median_base","median_total_comp","real_median_total","total_ot_paid","mean_ot_paid","median_ot_hours","ot_share_of_pay","pct_with_ot","suppressed"
"ADMINISTRATIIVE TAXI & LIMOUSINE INSPECTOR",2014,7,,,,0,,,,,TRUE
"ADMINISTRATIIVE TAXI & LIMOUSINE INSPECTOR",2015,7,,,,0,,,,,TRUE
"ADMINISTRATIIVE TAXI & LIMOUSINE INSPECTOR",2016,7,,,,0,,,,,TRUE
"ADMINISTRATIIVE TAXI & LIMOUSINE INSPECTOR",2017,7,,,,0,,,,,TRUE
"ADMINISTRATIIVE TAXI & LIMOUSINE INSPECTOR",2018,12,,,,24824.73,,,,,TRUE
"ADMINISTRATIIVE TAXI & LIMOUSINE INSPECTOR",2019,13,,,,20956.65,,,,,TRUE
"ADMINISTRATIIVE TAXI & LIMOUSINE INSPECTOR",2020,12,,,,618.23,,,,,TRUE
"ADMINISTRATIIVE TAXI & LIMOUSINE INSPECTOR",2021,11,,,,1611.45,,,,,TRUE
"ADMINISTRATIIVE TAXI & LIMOUSINE INSPECTOR",2022,14,,,,2160.46,,,,,TRUE
"ADMINISTRATIIVE TAXI & LIMOUSINE INSPECTOR",2023,15,,,,0,,,,,TRUE
"ADMINISTRATIIVE TAXI & LIMOUSINE INSPECTOR",2024,14,,,,1114.34,,,,,TRUE
"ADMINISTRATIIVE TAXI & LIMOUSINE INSPECTOR",2025,14,,,,30023.55,,,,,TRUE
"ADMINISTRATION PUBLIC RECORD OFFICER",2014,3,,,,773.64,,,,,TRUE
"ADMINISTRATION PUBLIC RECORD OFFICER",2015,3,,,,102.06,,,,,TRUE
"ADMINISTRATION PUBLIC RECORD OFFICER",2016,4,,,,0,,,,,TRUE
"ADMINISTRATION PUBLIC RECORD OFFICER",2017,7,,,,0,,,,,TRUE
"ADMINISTRATION PUBLIC RECORD OFFICER",2018,8,,,,0,,,,,TRUE
"ADMINISTRATIVE ACCOUNTANT",2014,112,92940,91047.42,119749.516359127,6146.55,54.8799107142857,0,0.000573663995255617,0.00892857142857143,FALSE
"ADMINISTRATIVE ACCOUNTANT",2015,114,97202.5,97368.045,127445.463321587,6663.5,58.4517543859649,0,0.000562563900201159,0.0701754385964912,FALSE
"ADMINISTRATIVE ACCOUNTANT",2016,122,102859.5,102713.445,133670.312053863,2168.1,17.7713114754098,0,0.000169169763932056,0.0573770491803279,FALSE
"ADMINISTRATIVE ACCOUNTANT",2017,117,104860,104113.95,133144.52501083,20513.59,175.329829059829,0,0.00162599413963957,0.0170940170940171,FALSE
"ADMINISTRATIVE ACCOUNTANT",2018,116,105163.5,101467.215,127493.693622284,22855.23,197.027844827586,0,0.0019029620848366,0.0344827586206897,FALSE
"ADMINISTRATIVE ACCOUNTANT",2019,114,111303.5,110448.275,136361.048120878,16109.44,141.310877192982,0,0.00125658244909144,0.0614035087719298,FALSE
"ADMINISTRATIVE ACCOUNTANT",2020,119,113870,111048.29,134719.874883391,26734.94,224.663361344538,0,0.00201008590515931,0.0588235294117647,FALSE
"ADMINISTRATIVE ACCOUNTANT",2021,109,113870,111571.88,132617.889644044,36801.27,337.626330275229,0,0.00291052834354853,0.091743119266055,FALSE
"ADMINISTRATIVE ACCOUNTANT",2022,124,106939,108456.865,122720.918281588,100372.59,809.456370967742,0,0.00730806554114998,0.17741935483871,FALSE
"ADMINISTRATIVE ACCOUNTANT",2023,166,105542,106000.155,113915.737139748,252919.42,1523.61096385542,0,0.0138993226632735,0.259036144578313,FALSE
"ADMINISTRATIVE ACCOUNTANT",2024,179,109817,110413.61,114724.221060188,253519.16,1416.30815642458,0,0.0120362758280412,0.206703910614525,FALSE
"ADMINISTRATIVE ACCOUNTANT",2025,183,114382,111575.38,111575.38,291056.35,1590.4718579235,0,0.0134949940640848,0.185792349726776,FALSE
"ADMINISTRATIVE ACTUARY",2014,6,,,,0,,,,,TRUE
"ADMINISTRATIVE ACTUARY",2015,6,,,,0,,,,,TRUE
"ADMINISTRATIVE ACTUARY",2016,7,,,,0,,,,,TRUE
"ADMINISTRATIVE ACTUARY",2017,8,,,,1440.69,,,,,TRUE
"ADMINISTRATIVE ACTUARY",2018,11,,,,1795.01,,,,,TRUE
"ADMINISTRATIVE ACTUARY",2019,12,,,,8.51,,,,,TRUE
"ADMINISTRATIVE ACTUARY",2020,11,,,,3.82,,,,,TRUE
"ADMINISTRATIVE ACTUARY",2021,11,,,,0,,,,,TRUE
"ADMINISTRATIVE ACTUARY",2022,13,,,,0,,,,,TRUE
"ADMINISTRATIVE ACTUARY",2023,12,,,,0,,,,,TRUE
"ADMINISTRATIVE ACTUARY",2024,11,,,,0,,,,,TRUE
"ADMINISTRATIVE ACTUARY",2025,11,,,,0,,,,,TRUE
"ADMINISTRATIVE ARCHITECT",2014,64,110044.5,107153.12,140932.431653434,18369.37,287.02140625,0,0.00267506763602404,0.015625,FALSE
"ADMINISTRATIVE ARCHITECT",2015,77,115000,113943.01,149140.508076404,782.82,10.1664935064935,0,8.8894541898293e-05,0.038961038961039,FALSE
"ADMINISTRATIVE ARCHITECT",2016,89,114090,114344.59,148806.974850965,112786.12,1267.2597752809,0,0.0114871013385357,0.134831460674157,FALSE
"ADMINISTRATIVE ARCHITECT",2017,97,115076,118428.64,151450.646339694,256849.58,2647.93381443299,0,0.0217064979005062,0.195876288659794,FALSE
"ADMINISTRATIVE ARCHITECT",2018,97,115076,114973.04,144463.781099961,55099.16,568.032577319588,0,0.00484435880179153,0.134020618556701,FALSE
"ADMINISTRATIVE ARCHITECT",2019,87,120241,120687.97,149003.124628077,57784.36,664.188045977012,0,0.00525317299231171,0.183908045977011,FALSE
"ADMINISTRATIVE ARCHITECT",2020,87,123848,123877.68,150284.039046839,124840.46,1434.94781609195,0,0.0110326349937957,0.160919540229885,FALSE
"ADMINISTRATIVE ARCHITECT",2021,86,125535.5,125000.055,148579.046077645,32477.45,377.644767441861,0,0.00289286771516813,0.127906976744186,FALSE
"ADMINISTRATIVE ARCHITECT",2022,88,121922.5,124537.38,140916.313909526,217508.31,2471.68534090909,0,0.0191677167324785,0.159090909090909,FALSE
"ADMINISTRATIVE ARCHITECT",2023,97,129434,132698.71,142608.011914168,141735.57,1461.19144329897,0,0.011008626771384,0.175257731958763,FALSE
"ADMINISTRATIVE ARCHITECT",2024,99,139413,136048.46,141359.870399475,47287.06,477.647070707071,0,0.00336297603499394,0.101010101010101,FALSE
"ADMINISTRATIVE ARCHITECT",2025,106,146038.5,138717.26,138717.26,21366.75,201.573113207547,0,0.00143388511220645,0.0849056603773585,FALSE
"ADMINISTRATIVE ASSESSOR",2014,6,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSESSOR",2015,7,,,,17.42,,,,,TRUE
"ADMINISTRATIVE ASSESSOR",2016,8,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSESSOR",2017,9,,,,27508.01,,,,,TRUE
"ADMINISTRATIVE ASSESSOR",2018,7,,,,16.49,,,,,TRUE
"ADMINISTRATIVE ASSESSOR",2019,5,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSESSOR",2020,5,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSESSOR",2021,4,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSESSOR",2022,5,,,,21007.32,,,,,TRUE
"ADMINISTRATIVE ASSESSOR",2023,5,,,,24.99,,,,,TRUE
"ADMINISTRATIVE ASSESSOR",2024,5,,,,765.34,,,,,TRUE
"ADMINISTRATIVE ASSESSOR",2025,5,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT",2014,76,42659,54753.395,72014.0402690186,785200.25,10331.5822368421,317.75,0.19790347297473,0.973684210526316,FALSE
"ADMINISTRATIVE ASSISTANT",2015,75,46611,58699.42,76831.9295987549,716094.29,9547.92386666667,232.75,0.167660186256523,1,FALSE
"ADMINISTRATIVE ASSISTANT",2016,74,47461.5,57285.755,74551.1432032206,830431.83,11222.0517567568,323.775,0.197616880788312,1,FALSE
"ADMINISTRATIVE ASSISTANT",2017,72,50072.5,61036.45,78055.5261191923,1016765.67,14121.7454166667,353.625,0.223541283198782,1,FALSE
"ADMINISTRATIVE ASSISTANT",2018,74,49663,56358.575,70814.6261237045,652286.25,8814.67905405405,191.375,0.151083131151446,0.972972972972973,FALSE
"ADMINISTRATIVE ASSISTANT",2019,71,51379,65328.65,80655.7022852734,1178592.86,16599.8994366197,301.25,0.238180398405226,0.985915492957746,FALSE
"ADMINISTRATIVE ASSISTANT",2020,97,51395,58742.23,71264.0048394384,1107164.21,11414.0640206186,248.25,0.184229398467693,0.969072164948454,FALSE
"ADMINISTRATIVE ASSISTANT",2021,99,50595,70927.2,84306.3286408819,2031949.66,20524.744040404,491.5,0.282958595798555,0.97979797979798,FALSE
"ADMINISTRATIVE ASSISTANT",2022,102,50995,60010.04,67902.4533386139,1376659.28,13496.6596078431,246.25,0.210376082492566,0.970588235294118,FALSE
"ADMINISTRATIVE ASSISTANT",2023,104,50595,60820.89,65362.7017606296,1195964.09,11499.6547115385,232.875,0.19018375342698,0.942307692307692,FALSE
"ADMINISTRATIVE ASSISTANT",2024,100,56945,77248.325,80264.1441922716,1370397.2,13703.972,232.75,0.169245877091491,1,FALSE
"ADMINISTRATIVE ASSISTANT",2025,99,58796,73612.32,73612.32,1594780.66,16108.8955555556,274.75,0.210031413997789,1,FALSE
"ADMINISTRATIVE ASSISTANT TO COMMUNITY EDUCATION COUNCIL",2016,13,,,,659.67,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO COMMUNITY EDUCATION COUNCIL",2017,16,,,,211.23,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO COMMUNITY EDUCATION COUNCIL",2018,16,,,,147.87,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO COMMUNITY EDUCATION COUNCIL",2019,17,,,,537.12,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO COMMUNITY EDUCATION COUNCIL",2020,18,,,,89.24,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO COMMUNITY EDUCATION COUNCIL",2021,18,,,,104.34,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO COMMUNITY EDUCATION COUNCIL",2022,17,,,,625.68,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO COMMUNITY EDUCATION COUNCIL",2023,25,,,,3572.37,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO COMMUNITY EDUCATION COUNCIL",2024,29,,,,3711.8,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO COMMUNITY EDUCATION COUNCIL",2025,29,,,,6530.78,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",2014,1,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",2015,1,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",2017,1,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",2018,2,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",2019,3,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",2020,3,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",2021,2,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",2022,3,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",2023,3,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",2024,2,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE COMPTROLLER",2025,2,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE MAYOR",2014,1,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE MAYOR",2015,1,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE MAYOR",2016,1,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE MAYOR",2017,1,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE MAYOR",2018,1,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE MAYOR",2019,1,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE MAYOR",2020,1,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE MAYOR",2021,1,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE MAYOR",2022,1,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE MAYOR",2023,1,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE MAYOR",2024,1,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSISTANT TO THE MAYOR",2025,1,,,,0,,,,,TRUE
"ADMINISTRATIVE ASSOCIATE",2014,41,50703,65630.43,86319.9885393958,616654.36,15040.3502439024,328,0.224265535382783,1,FALSE
"ADMINISTRATIVE ASSOCIATE",2015,41,56023,69048.12,90377.3886482419,600511.75,14646.6280487805,239.5,0.1982384365524,1,FALSE
"ADMINISTRATIVE ASSOCIATE",2016,43,59172,75667.08,98472.4268162224,794568.4,18478.3348837209,361.5,0.234733256595411,1,FALSE
"ADMINISTRATIVE ASSOCIATE",2017,50,62068.5,77461.44,99060.3721735168,1084192.78,21683.8556,366.625,0.259955705669639,0.98,FALSE
"ADMINISTRATIVE ASSOCIATE",2018,55,61428,76819.83,96524.2208543515,842442.63,15317.1387272727,242,0.19595013614461,1,FALSE
"ADMINISTRATIVE ASSOCIATE",2019,55,64264,88250.47,108955.314932353,1461555.2,26573.7309090909,416.75,0.282878678466741,1,FALSE
"ADMINISTRATIVE ASSOCIATE",2020,67,65136,85581.44,103824.389273715,1505981.08,22477.3295522388,405.25,0.25746178195535,0.970149253731343,FALSE
"ADMINISTRATIVE ASSOCIATE",2021,68,65172.5,97266.62,115614.202048125,2440557.28,35890.5482352941,644.125,0.343823685705603,1,FALSE
"ADMINISTRATIVE ASSOCIATE",2022,69,64454,88120.05,99709.4416754483,1784174.6,25857.6028985507,405,0.281314244756435,1,FALSE
"ADMINISTRATIVE ASSOCIATE",2023,71,64526,89378.07,96052.3947175168,1713201.69,24129.6012676056,425.75,0.261068720325187,1,FALSE
"ADMINISTRATIVE ASSOCIATE",2024,72,72764,111785.69,116149.867855291,2017186.39,28016.4776388889,370.75,0.238194141579576,1,FALSE
"ADMINISTRATIVE ASSOCIATE",2025,68,75129,101697.5,101697.5,1873060.27,27545.0039705882,388,0.262802633223469,0.985294117647059,FALSE
"ADMINISTRATIVE ATTORNEY",2014,4,,,,0,,,,,TRUE
"ADMINISTRATIVE ATTORNEY",2015,4,,,,0,,,,,TRUE
"ADMINISTRATIVE ATTORNEY",2016,3,,,,0,,,,,TRUE
"ADMINISTRATIVE ATTORNEY",2017,3,,,,0,,,,,TRUE
"ADMINISTRATIVE ATTORNEY",2018,3,,,,0,,,,,TRUE
"ADMINISTRATIVE ATTORNEY",2019,3,,,,0,,,,,TRUE
"ADMINISTRATIVE ATTORNEY",2020,2,,,,0,,,,,TRUE
"ADMINISTRATIVE ATTORNEY",2021,2,,,,0,,,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2014,1,,,,0,,,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2015,1,,,,0,,,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2016,1,,,,0,,,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2017,1,,,,36472.74,,,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2018,2,,,,25877.05,,,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2019,1,,,,0,,,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2020,1,,,,0,,,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2021,1,,,,0,,,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2022,1,,,,0,,,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2023,1,,,,0,,,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2024,1,,,,0,,,,,TRUE
"ADMINISTRATIVE BLASTING INSPECTOR",2025,1,,,,53070.07,,,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2014,5,,,,0,,,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2015,5,,,,0,,,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2016,6,,,,14555.19,,,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2017,9,,,,0,,,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2018,7,,,,0,,,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2019,5,,,,0,,,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2020,3,,,,0,,,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2021,2,,,,0,,,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2022,3,,,,2359.35,,,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2023,3,,,,0,,,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2024,3,,,,0,,,,,TRUE
"ADMINISTRATIVE BOROUGH SUPERINTENDENT",2025,2,,,,0,,,,,TRUE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2014,32,82891,78478.08,103217.775141711,7867.12,245.8475,0,0.00307775367344367,0.03125,FALSE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2015,39,90000,81979.76,107303.669249932,1150.39,29.4971794871795,0,0.000370197493712863,0.0512820512820513,FALSE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2016,72,92250,77937.125,101426.642046043,1945.99,27.0276388888889,0,0.000345151041745336,0.0138888888888889,FALSE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2017,83,93000,91144.48,116558.717606614,0,0,0,0,0,FALSE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2018,79,99321,92446.12,116158.675487929,8065.57,102.09582278481,0,0.00111003115472788,0.0126582278481013,FALSE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2019,101,112443,94434.6,116590.331853312,6532.31,64.6763366336633,0,0.000737795944998915,0.0198019801980198,FALSE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2020,159,108150,96423.71,116977.84942922,39081.95,245.798427672956,0,0.00263603096277485,0.0628930817610063,FALSE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2021,127,113427,112244.62,133417.529831869,45306.02,356.74031496063,0,0.00314657861558392,0.062992125984252,FALSE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2022,99,112029,111061.72,125668.359161337,33134.26,334.689494949495,0,0.00291419873369111,0.0909090909090909,FALSE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2023,73,120199.97,117676.78,126464.316377008,21346.22,292.41397260274,0,0.00251304472328926,0.0958904109589041,FALSE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2024,69,132539,134117.87,139353.909051625,16687.94,241.854202898551,0,0.00175956611119959,0.0434782608695652,FALSE
"ADMINISTRATIVE BUSINESS PROMOTION COORDINATOR",2025,59,148391,139227.72,139227.72,30553.24,517.851525423729,0,0.00380648754236726,0.0338983050847458,FALSE
"ADMINISTRATIVE CHIEF",2014,1,,,,0,,,,,TRUE
"ADMINISTRATIVE CHIEF",2015,1,,,,0,,,,,TRUE
"ADMINISTRATIVE CHIEF",2016,5,,,,0,,,,,TRUE
"ADMINISTRATIVE CHIEF",2017,47,129434,135171.32,172861.765368492,24375.03,518.617659574468,0,0.00381473647365715,0.106382978723404,FALSE
"ADMINISTRATIVE CHIEF",2018,66,128859.5,132485.965,166468.795176478,6573.82,99.6033333333333,0,0.00077712728777232,0.0606060606060606,FALSE
"ADMINISTRATIVE CHIEF",2019,57,137364,137548.35,169819.195214207,41.58,0.729473684210527,0,5.35252802576208e-06,0.0175438596491228,FALSE
"ADMINISTRATIVE CHIEF",2020,51,143915,145680.72,176734.719384893,0,0,0,0,0,FALSE
"ADMINISTRATIVE CHIEF",2021,45,147925,148510,176523.715393493,0,0,0,0,0,FALSE
"ADMINISTRATIVE CHIEF",2022,39,155000,149314.86,168952.483849564,0,0,0,0,0,FALSE
"ADMINISTRATIVE CHIEF",2023,34,157500,157855.17,169643.03544528,0,0,0,0,0,FALSE
"ADMINISTRATIVE CHIEF",2024,17,,,,0,,,,,TRUE
"ADMINISTRATIVE CHIEF",2025,17,,,,0,,,,,TRUE
"ADMINISTRATIVE CITY PLANNER",2014,66,103213,99068.435,130299.1032333,8779.75,133.026515151515,0,0.00136011941197017,0.0151515151515152,FALSE
"ADMINISTRATIVE CITY PLANNER",2015,73,109805,112255.95,146932.307805449,6091.36,83.4432876712328,0,0.000797717751117033,0.0410958904109589,FALSE
"ADMINISTRATIVE CITY PLANNER",2016,88,111594,106499.435,138597.363860301,37334.86,424.259772727273,0,0.0040410865056481,0.0909090909090909,FALSE
"ADMINISTRATIVE CITY PLANNER",2017,106,112797,111238.08,142255.109182936,65418.34,617.154150943397,0,0.00554133206118333,0.0566037735849057,FALSE
"ADMINISTRATIVE CITY PLANNER",2018,119,115927,110697.67,139091.772881327,62018.53,521.164117647059,0,0.00477640185297208,0.109243697478992,FALSE
"ADMINISTRATIVE CITY PLANNER",2019,147,115748,116590.39,143944.192711221,165748.5,1127.54081632653,0,0.00947939929026366,0.204081632653061,FALSE
"ADMINISTRATIVE CITY PLANNER",2020,172,117140.5,115861.765,140559.413247775,154520.12,898.372790697675,0,0.00768697728688319,0.203488372093023,FALSE
"ADMINISTRATIVE CITY PLANNER",2021,167,117950,117374.52,139515.092336731,98051.56,587.135089820359,0,0.00494554371915648,0.227544910179641,FALSE
"ADMINISTRATIVE CITY PLANNER",2022,148,120578,119962.52,135739.776488776,152243.94,1028.67527027027,0,0.00853076803744001,0.236486486486486,FALSE
"ADMINISTRATIVE CITY PLANNER",2023,150,127271.5,127671.485,137205.377911959,196976.66,1313.17773333333,0,0.0103035413174716,0.246666666666667,FALSE
"ADMINISTRATIVE CITY PLANNER",2024,150,140510.5,137077.69,142429.2821327,245722.35,1638.149,0,0.0117412609229971,0.24,FALSE
"ADMINISTRATIVE CITY PLANNER",2025,156,140598,137050.48,137050.48,290061.19,1859.3666025641,0,0.0132703857854689,0.230769230769231,FALSE
"ADMINISTRATIVE CLAIM EXAMINER",2014,27,,,,0,,,,,TRUE
"ADMINISTRATIVE CLAIM EXAMINER",2015,29,,,,0,,,,,TRUE
"ADMINISTRATIVE CLAIM EXAMINER",2016,34,83682,82213.615,106992.025942915,0,0,0,0,0,FALSE
"ADMINISTRATIVE CLAIM EXAMINER",2017,36,87982,88103.845,112670.248263108,0,0,0,0,0,FALSE
"ADMINISTRATIVE CLAIM EXAMINER",2018,33,85490,83797,105291.044446884,0,0,0,0,0,FALSE
"ADMINISTRATIVE CLAIM EXAMINER",2019,35,89162,89702.16,110747.59253874,0,0,0,0,0,FALSE
"ADMINISTRATIVE CLAIM EXAMINER",2020,36,90918.5,88932.43,107889.692337234,9.86,0.273888888888889,0,3.20062820086557e-06,0.0277777777777778,FALSE
"ADMINISTRATIVE CLAIM EXAMINER",2021,37,90000,90661.66,107763.336253058,0,0,0,0,0,FALSE
"ADMINISTRATIVE CLAIM EXAMINER",2022,28,,,,1488.56,,,,,TRUE
"ADMINISTRATIVE CLAIM EXAMINER",2023,29,,,,39680.88,,,,,TRUE
"ADMINISTRATIVE CLAIM EXAMINER",2024,25,,,,43555.61,,,,,TRUE
"ADMINISTRATIVE CLAIM EXAMINER",2025,23,,,,19793.07,,,,,TRUE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2014,10,,,,0,,,,,TRUE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2015,16,,,,0,,,,,TRUE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2016,30,112500,107385.245,139750.148669733,1679.94,55.998,0,0.000501944488860815,0.1,FALSE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2017,68,108083.5,97983.38,125304.539776424,7488.49,110.124852941176,0,0.00112741982315783,0.0441176470588235,FALSE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2018,78,106024.5,103293.9,129788.925808705,1857.55,23.8147435897436,0,0.000215664250588115,0.0128205128205128,FALSE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2019,78,125655,121277.65,149731.152140104,-7906.14,-101.360769230769,0,-0.000797026952987242,0.0384615384615385,FALSE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2020,72,131865,129759.51,157419.668075304,3330.86,46.2619444444444,0,0.00036616038594852,0.0416666666666667,FALSE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2021,75,133844,122670.66,145810.252999609,34608.58,461.447733333334,0,0.00352574197213402,0.0266666666666667,FALSE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2022,88,131010.5,134950.165,152698.569805165,22140.68,251.598636363636,0,0.00183875195396691,0.0795454545454545,FALSE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2023,93,140000,133912.21,143912.130262099,40813.64,438.856344086022,0,0.00314477798206353,0.021505376344086,FALSE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2024,101,159103,165453.14,171912.526077738,13223.15,130.922277227723,0,0.000771800672572968,0.0792079207920792,FALSE
"ADMINISTRATIVE COMMUNITY RELATIONS SPECIALIST",2025,99,163458,157844.36,157844.36,0,0,0,0,0,FALSE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2014,52,98400.5,94761.765,124634.784028886,0,0,0,0,0,FALSE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2015,58,102849.5,104609.015,136923.200874474,7166.34,123.557586206897,0,0.00115484052678096,0.155172413793103,FALSE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2016,39,111300,112280.53,146120.826564362,4480.5,114.884615384615,0,0.00100590035035439,0.0256410256410256,FALSE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2017,40,114178.5,113766.935,145489.096538101,0,0,0,0,0,FALSE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2018,40,118803.5,116100.265,145880.140845257,0,0,0,0,0,FALSE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2019,51,123483,123857.65,152916.457697405,38875.49,762.264509803922,0,0.00640868448739535,0.0784313725490196,FALSE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2020,68,129513.5,124884.675,151505.6899197,69385.66,1020.37735294118,0,0.00818634224228217,0.0882352941176471,FALSE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2021,69,132187,126326.72,150155.962345118,17.5,0.253623188405797,0,2.09353931255897e-06,0.0144927536231884,FALSE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2022,66,137315,133143.39,150654.170982387,0,0,0,0,0,FALSE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2023,70,139954.5,135045.96,145130.543263308,12481.73,178.310428571429,0,0.00136218021246538,0.0857142857142857,FALSE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2024,65,155069,159384.6,165607.066773649,0,0,0,0,0,FALSE
"ADMINISTRATIVE CONSTRUCTION PROJECT MANAGER",2025,50,158685,153168.96,153168.96,485.15,9.703,0,6.25617035998456e-05,0.04,FALSE
