"agency","fiscal_year","n","median_base","median_total_comp","real_median_total","total_ot_paid","mean_ot_paid","median_ot_hours","ot_share_of_pay","pct_with_ot","suppressed"
"COMMUNITY COLLEGE (HOSTOS)",2020,599,74621,72038.05,87394.0254536422,503311.34,840.25265442404,0,0.011239956544319,0.160267111853088,FALSE
"COMMUNITY COLLEGE (HOSTOS)",2021,564,75928.5,77899.17,92593.4342096111,567464.62,1006.14294326241,0,0.0129579289789267,0.0585106382978723,FALSE
"COMMUNITY COLLEGE (HOSTOS)",2022,550,81301,79886.505,90393.0355345113,549139.38,998.435236363637,0,0.0126296507014569,0.107272727272727,FALSE
"COMMUNITY COLLEGE (HOSTOS)",2023,524,86209.5,83665.31,89913.0332561825,513271.48,979.525725190839,0,0.0118975778930373,0.101145038167939,FALSE
"COMMUNITY COLLEGE (HOSTOS)",2024,518,86645,85237.035,88564.7380413971,470551,908.399613899619,0,0.0108904921219653,0.102316602316602,FALSE
"COMMUNITY COLLEGE (HOSTOS)",2025,530,86645,91045.72,91045.72,576467.55,1087.67462264151,0,0.0121886203294096,0.120754716981132,FALSE
"COMMUNITY COLLEGE (KINGSBORO)",2014,880,59893,59400.93,78126.6799079246,477712.16,542.854727272727,0,0.00883448971468229,0.1875,FALSE
"COMMUNITY COLLEGE (KINGSBORO)",2015,891,61903,60519.82,79214.6591835033,351703.6,394.729068462401,0,0.00636917137323752,0.189674523007856,FALSE
"COMMUNITY COLLEGE (KINGSBORO)",2016,886,64328,62987.43,81971.2494656452,342174.32,386.201264108352,0,0.00606202336932076,0.179458239277652,FALSE
"COMMUNITY COLLEGE (KINGSBORO)",2017,867,71723,81656.52,104425.18576461,471773.82,544.145121107266,0,0.00658908012984752,0.242214532871972,FALSE
"COMMUNITY COLLEGE (KINGSBORO)",2018,861,74454,72053.09,90534.8055625542,362155.81,420.622311265973,0,0.00579378521808091,0.155632984901278,FALSE
"COMMUNITY COLLEGE (KINGSBORO)",2019,862,74454,73899.685,91237.6268656322,418876.4,485.935498839904,0,0.0066006776671828,0.145011600928074,FALSE
"COMMUNITY COLLEGE (KINGSBORO)",2020,858,77462,77638.38,94188.1485950765,393267.97,458.354277389276,0,0.0058297563195204,0.185314685314685,FALSE
"COMMUNITY COLLEGE (KINGSBORO)",2021,827,80516,80229.01,95362.7562288177,81132.59,98.1047037484885,0,0.00121754606482676,0.103990326481258,FALSE
"COMMUNITY COLLEGE (KINGSBORO)",2022,814,84946,84043.205,95096.4172985064,274492.23,337.214041769041,0,0.0041211653071979,0.117936117936118,FALSE
"COMMUNITY COLLEGE (KINGSBORO)",2023,791,90375,87600.15,94141.708196582,353162.29,446.475714285715,0,0.00521812442774162,0.106194690265487,FALSE
"COMMUNITY COLLEGE (KINGSBORO)",2024,785,90375,89265.79,92750.7779618139,403847.8,514.455796178345,0,0.00593431076709912,0.112101910828025,FALSE
"COMMUNITY COLLEGE (KINGSBORO)",2025,774,90375,93122.03,93122.03,535511.95,691.875904392765,0,0.0073851453255137,0.142118863049096,FALSE
"COMMUNITY COLLEGE (LAGUARDIA)",2014,950,64956,64514.02,84851.6376782896,690798.54,727.156357894737,0,0.0111498689189473,0.198947368421053,FALSE
"COMMUNITY COLLEGE (LAGUARDIA)",2015,1018,64956,63163.66,82675.1930141676,670074.78,658.226699410609,0,0.0103120432244847,0.196463654223969,FALSE
"COMMUNITY COLLEGE (LAGUARDIA)",2016,1089,66665,64737.43,84248.6830196873,644266.01,591.612497704315,0,0.00914898363491423,0.168962350780533,FALSE
"COMMUNITY COLLEGE (LAGUARDIA)",2017,1156,74454,83703.45,107042.870739394,884548.57,765.180423875433,0,0.00921738779635559,0.207612456747405,FALSE
"COMMUNITY COLLEGE (LAGUARDIA)",2018,1125,75110,74904.18,94117.204024457,593922.83,527.931404444443,0,0.00709351314423153,0.132444444444444,FALSE
"COMMUNITY COLLEGE (LAGUARDIA)",2019,1102,78477,76564.68,94527.8684872139,671842.99,609.657885662436,0,0.00806013417156545,0.125226860254083,FALSE
"COMMUNITY COLLEGE (LAGUARDIA)",2020,1075,81647,82929.44,100607.076263395,572537.05,532.592604651159,0,0.00654019834636679,0.154418604651163,FALSE
"COMMUNITY COLLEGE (LAGUARDIA)",2021,1047,85162,84926.83,100946.734685823,86164.92,82.2969627507165,0,0.00099207874214523,0.0659025787965616,FALSE
"COMMUNITY COLLEGE (LAGUARDIA)",2022,996,88602,88733.34,100403.390481482,88490.68,88.8460642570281,0,0.00104244851446961,0.0833333333333333,FALSE
"COMMUNITY COLLEGE (LAGUARDIA)",2023,978,90375,89505.64,96189.4910320167,306766.97,313.667658486708,0,0.00357388142452661,0.101226993865031,FALSE
"COMMUNITY COLLEGE (LAGUARDIA)",2024,990,90375,89885.28,93394.4532089558,558350.27,563.990171717175,0,0.00640264374707248,0.114141414141414,FALSE
"COMMUNITY COLLEGE (LAGUARDIA)",2025,1001,90375,94422.1,94422.1,675261.88,674.587292707293,0,0.0071265764162452,0.130869130869131,FALSE
"COMMUNITY COLLEGE (MANHATTAN)",2014,1174,63661,60459.955,79519.5555277084,663363.38,565.045468483815,0,0.009262903617487,0.195059625212947,FALSE
"COMMUNITY COLLEGE (MANHATTAN)",2015,1221,64956,60610.63,79333.520792815,787923.46,645.309959049958,0,0.0105084967438212,0.191646191646192,FALSE
"COMMUNITY COLLEGE (MANHATTAN)",2016,1230,64956,62680.195,81571.4167239446,798932.64,649.538731707317,0,0.0103704461474984,0.190243902439024,FALSE
"COMMUNITY COLLEGE (MANHATTAN)",2017,1307,71723,79904.66,102184.846524907,1048425.68,802.161958684009,0,0.010060401439428,0.228003060443764,FALSE
"COMMUNITY COLLEGE (MANHATTAN)",2018,1343,71723,69835.86,87748.8530525721,800805.729999999,596.28125837676,0,0.00843425778985326,0.166046165301564,FALSE
"COMMUNITY COLLEGE (MANHATTAN)",2019,1360,74454,71867.64,88728.834527963,852525.5,626.85698529412,0,0.0087206713342579,0.171323529411765,FALSE
"COMMUNITY COLLEGE (MANHATTAN)",2020,1348,77462,77627.8,94175.3133116492,780538.03,579.034146884269,0,0.00750468443447206,0.18026706231454,FALSE
"COMMUNITY COLLEGE (MANHATTAN)",2021,1303,78144,79626.86,94647.0215629758,159882.08,122.703054489639,0,0.00156062504054822,0.0836531082118189,FALSE
"COMMUNITY COLLEGE (MANHATTAN)",2022,1269,84946,83170.03,94108.4038811858,769927.45,606.719818754926,0,0.00747991797880251,0.117415287628054,FALSE
"COMMUNITY COLLEGE (MANHATTAN)",2023,1260,87004,86038.95,92463.9252836932,782557.86,621.077666666667,0,0.0074059796842614,0.10952380952381,FALSE
"COMMUNITY COLLEGE (MANHATTAN)",2024,1218,90375,87948.74,91382.3095696717,1020259.82,837.651740558296,0,0.00969573664952479,0.122331691297209,FALSE
"COMMUNITY COLLEGE (MANHATTAN)",2025,1196,90375,93122.03,93122.03,1276279.44,1067.12327759197,0,0.0114658999147317,0.138795986622074,FALSE
"COMMUNITY COLLEGE (QUEENSBORO)",2014,841,68024,66223.74,87100.3355887798,503089.1,598.203448275862,0,0.00910167231599317,0.120095124851367,FALSE
"COMMUNITY COLLEGE (QUEENSBORO)",2015,884,68024,66215.34,86669.5504186859,767487.69,868.198744343892,0,0.0131933476536678,0.119909502262443,FALSE
"COMMUNITY COLLEGE (QUEENSBORO)",2016,921,67431,66030.98,85932.0968333051,715827.91,777.229001085776,0,0.0117843068656401,0.129207383279045,FALSE
"COMMUNITY COLLEGE (QUEENSBORO)",2017,963,75110,84158.11,107624.305693514,946439.99,982.803727933541,0,0.0116018746584939,0.174454828660436,FALSE
"COMMUNITY COLLEGE (QUEENSBORO)",2018,967,75110,75705.51,95124.0762591028,616593.3,637.635263702165,0,0.00852572556520148,0.116856256463289,FALSE
"COMMUNITY COLLEGE (QUEENSBORO)",2019,977,78102,75254.45,92910.2394560732,505528.76,517.429641760493,0,0.00682622912938871,0.10849539406346,FALSE
"COMMUNITY COLLEGE (QUEENSBORO)",2020,940,84285,83535.64,101342.496756177,175820.94,187.043553191489,0,0.00225881269268254,0.115957446808511,FALSE
"COMMUNITY COLLEGE (QUEENSBORO)",2021,902,85162,84926.83,100946.734685823,176137.79,195.274711751663,0,0.00230536629457809,0.0742793791574279,FALSE
"COMMUNITY COLLEGE (QUEENSBORO)",2022,880,88602,89353.825,101105.480561072,320880.1,364.636477272728,0,0.00414925430006546,0.0784090909090909,FALSE
"COMMUNITY COLLEGE (QUEENSBORO)",2023,855,90375,90999.64,97795.0557718681,423149.93,494.912198830409,0,0.00552122740060667,0.0830409356725146,FALSE
"COMMUNITY COLLEGE (QUEENSBORO)",2024,832,90375,91375.96,94943.3302165095,195101.24,234.496682692309,0,0.00257383972938858,0.0697115384615385,FALSE
"COMMUNITY COLLEGE (QUEENSBORO)",2025,825,90375,95617.88,95617.88,386883.86,468.950133333334,0,0.00480221112785127,0.0836363636363636,FALSE
"CONFLICTS OF INTEREST BOARD",2014,20,,,,0,,,,,TRUE
"CONFLICTS OF INTEREST BOARD",2015,21,,,,0,,,,,TRUE
"CONFLICTS OF INTEREST BOARD",2016,21,,,,0,,,,,TRUE
"CONFLICTS OF INTEREST BOARD",2017,23,,,,0,,,,,TRUE
"CONFLICTS OF INTEREST BOARD",2018,26,,,,0,,,,,TRUE
"CONFLICTS OF INTEREST BOARD",2019,25,,,,0,,,,,TRUE
"CONFLICTS OF INTEREST BOARD",2020,25,,,,0,,,,,TRUE
"CONFLICTS OF INTEREST BOARD",2021,23,,,,403.34,,,,,TRUE
"CONFLICTS OF INTEREST BOARD",2022,24,,,,0,,,,,TRUE
"CONFLICTS OF INTEREST BOARD",2023,23,,,,0,,,,,TRUE
"CONFLICTS OF INTEREST BOARD",2024,22,,,,0,,,,,TRUE
"CONFLICTS OF INTEREST BOARD",2025,21,,,,0,,,,,TRUE
"CONSUMER AFFAIRS",2014,337,48444,44444.07,58454.768817515,722747.88,2144.65246290801,22.5,0.0434001118767192,0.759643916913947,FALSE
"CONSUMER AFFAIRS",2015,359,48623,48369.45,63310.9863288342,244360.23,680.669164345404,1,0.0119556263773047,0.796657381615599,FALSE
"CONSUMER AFFAIRS",2016,352,50000,46232.515,60166.560542146,248446.55,705.8140625,0,0.0131573235808538,0.457386363636364,FALSE
"CONSUMER AFFAIRS",2017,391,54590,49345.36,63104.5553327716,290510.29,742.993069053709,0,0.0131935359330041,0.424552429667519,FALSE
"CONSUMER AFFAIRS",2018,391,56872,52287.5,65699.3148503701,340152.17,869.954398976982,0,0.0144777130060659,0.404092071611253,FALSE
"CONSUMER AFFAIRS",2019,403,60000,55586.78,68628.2477699599,295519.35,733.298635235732,0,0.0115671676977796,0.449131513647643,FALSE
"CONSUMER AFFAIRS",2020,388,61123,61001.12,74004.4106410527,155045.13,399.600850515464,0,0.00594851779301371,0.350515463917526,FALSE
"CONSUMER AFFAIRS",2021,361,61093,60846.79,72324.4322979439,104260.86,288.811246537396,0,0.00430723580662165,0.155124653739612,FALSE
"CONSUMER AND WORKER PROTECTION",2022,395,62215,52745.91,59682.9579280022,41642.58,105.424253164557,0,0.00182037472196422,0.126582278481013,FALSE
"CONSUMER AND WORKER PROTECTION",2023,411,66898,61838.34,66456.1300367753,104048.15,253.158515815085,0,0.00363699707711666,0.175182481751825,FALSE
"CONSUMER AND WORKER PROTECTION",2024,398,70022,69468.53,72180.6215053226,61880.67,155.479070351759,0,0.00191594567645028,0.133165829145729,FALSE
"CONSUMER AND WORKER PROTECTION",2025,401,73158,69308.75,69308.75,135648.8,338.276309226933,0,0.00439966954994607,0.194513715710723,FALSE
"CULTURAL AFFAIRS",2014,43,62783,62664.93,82419.6342980236,0,0,0,0,0,FALSE
"CULTURAL AFFAIRS",2015,46,63976.5,67429.135,88258.2920448778,0,0,0,0,0,FALSE
"CULTURAL AFFAIRS",2016,47,67683,66661.23,86752.2982604109,0,0,0,0,0,FALSE
"CULTURAL AFFAIRS",2017,51,69824,73257.46,93684.1769541919,0,0,0,0,0,FALSE
"CULTURAL AFFAIRS",2018,50,67994.5,68394.735,85938.0775304351,0,0,0,0,0,FALSE
"CULTURAL AFFAIRS",2019,52,68213.5,68785.635,84923.7462899277,0,0,0,0,0,FALSE
"CULTURAL AFFAIRS",2020,51,74833,73907.07,89661.4547004551,6256.74,122.681176470588,0,0.001477582284361,0.0392156862745098,FALSE
"CULTURAL AFFAIRS",2021,51,74833,78301.96,93072.2032307097,38.2,0.749019607843137,0,8.85820431648609e-06,0.0196078431372549,FALSE
"CULTURAL AFFAIRS",2022,44,79587.5,77775.575,88004.4797890714,3.64,0.0827272727272727,0,9.93470423827338e-07,0.0227272727272727,FALSE
"CULTURAL AFFAIRS",2023,52,80477,83955.07,90224.4311403989,4835.81,92.9963461538461,0,0.00104529931773231,0.134615384615385,FALSE
"CULTURAL AFFAIRS",2024,50,83590,82297.94,85510.8990762832,9774.93,195.4986,0,0.00200352534029958,0.16,FALSE
"CULTURAL AFFAIRS",2025,50,86306.5,84609.18,84609.18,15368.61,307.3722,0,0.00318365351776457,0.14,FALSE
"CUNY CENTRAL OFFICE",2016,12,,,,4772.14,,,,,TRUE
"CUNY CENTRAL OFFICE",2017,19,,,,12336.04,,,,,TRUE
"CUNY CENTRAL OFFICE",2018,28,,,,4701.05,,,,,TRUE
"CUNY CENTRAL OFFICE",2019,84,72261.5,48174.625,59477.0933075257,5505.76,65.5447619047619,0,0.00122276888967738,0.0238095238095238,FALSE
"CUNY CENTRAL OFFICE",2020,93,78144,73902.36,89655.7406943168,14540.29,156.347204301075,0,0.00220555237768359,0.021505376344086,FALSE
"CUNY CENTRAL OFFICE",2021,94,79677,77913.605,92610.5921103027,1170.04,12.4472340425532,0,0.000160278296294587,0.0212765957446809,FALSE
"CUNY CENTRAL OFFICE",2022,80,90130,86856.995,98280.2719364913,1938.27,24.228375,0,0.000284400291634322,0.025,FALSE
"CUNY CENTRAL OFFICE",2023,85,93491,91768.67,98621.5132363179,15413.94,181.340470588235,0,0.00205856711960381,0.0235294117647059,FALSE
"CUNY CENTRAL OFFICE",2024,80,96602,91906.38,95494.4581194442,3188.49,39.856125,0,0.000429316135665369,0.0375,FALSE
"CUNY CENTRAL OFFICE",2025,76,100329,102966.76,102966.76,1409.73,18.5490789473684,0,0.000185635489162142,0.0131578947368421,FALSE
"DEPARTMENT FOR THE AGING",2014,275,58000,58374.67,76776.8982374641,25412.38,92.4086545454546,0,0.00146817451542642,0.0145454545454545,FALSE
"DEPARTMENT FOR THE AGING",2015,270,60981,65175.16,85308.0542313295,34050.79,126.114037037037,0,0.00179655296673719,0.17037037037037,FALSE
"DEPARTMENT FOR THE AGING",2016,272,62655,62233.34,80989.8838263494,18390.11,67.6106985294118,0,0.000974234075882352,0.0220588235294118,FALSE
"DEPARTMENT FOR THE AGING",2017,293,66413,67606.23,86457.1883126414,14250.48,48.6364505119454,0,0.000664876977664194,0.0204778156996587,FALSE
"DEPARTMENT FOR THE AGING",2018,295,67926,68322.04,85846.7361640847,19847.76,67.2805423728815,0,0.00091027885220029,0.023728813559322,FALSE
"DEPARTMENT FOR THE AGING",2019,299,70180,70891.25,87523.3692205624,31131.37,104.118294314381,0,0.00135737357495781,0.0267558528428094,FALSE
"DEPARTMENT FOR THE AGING",2020,314,72280.5,70284.735,85266.9654382996,42414.2,135.077070063694,0,0.00181645073229679,0.0318471337579618,FALSE
"DEPARTMENT FOR THE AGING",2021,302,74800,74859.155,88979.9755694391,74667.12,247.242119205298,0,0.00306968429173114,0.0629139072847682,FALSE
"DEPARTMENT FOR THE AGING",2022,276,76261.5,74194.28,83952.1792635374,23493.22,85.1203623188404,0,0.00104983604255466,0.0507246376811594,FALSE
"DEPARTMENT FOR THE AGING",2023,286,80467.5,80559.35,86575.1350905943,37721.67,131.893951048951,0,0.00155273342476404,0.034965034965035,FALSE
"DEPARTMENT FOR THE AGING",2024,304,86440.5,84503.245,87802.3004562864,44617.06,146.766644736842,0,0.00158975313713177,0.0131578947368421,FALSE
"DEPARTMENT FOR THE AGING",2025,305,89095,87044.12,87044.12,55221.82,181.055147540983,0,0.00192463958086576,0.0360655737704918,FALSE
"DEPARTMENT OF BUILDINGS",2014,1025,63693,71471.26,94002.1015266268,6314126.62999999,6160.12354146342,8.5,0.0839554823162448,0.589268292682927,FALSE
"DEPARTMENT OF BUILDINGS",2015,1082,67889.5,71583.27,93695.6576587752,6501934.01,6009.18115526802,10,0.0802745491670962,0.636783733826248,FALSE
"DEPARTMENT OF BUILDINGS",2016,1284,65841,70444.01,91675.1726030163,8067377.37,6283.00418224299,13.5,0.0877785503602083,0.608255451713396,FALSE
"DEPARTMENT OF BUILDINGS",2017,1488,66950,70782.615,90519.2594575411,8045726.28999999,5407.07411962365,5,0.0720241455077305,0.565188172043011,FALSE
"DEPARTMENT OF BUILDINGS",2018,1531,66133,69525.01,87358.2696048793,7155090.76999999,4673.47535597652,1,0.061872437631658,0.516655780535598,FALSE
"DEPARTMENT OF BUILDINGS",2019,1596,67792,70511.33,87054.3144580314,6802996.31999999,4262.52902255638,1.125,0.057359488576594,0.545112781954887,FALSE
"DEPARTMENT OF BUILDINGS",2020,1670,69826,75184.78,91211.5274781382,8683329.10000001,5199.59826347302,5.25,0.065322044538294,0.574251497005988,FALSE
"DEPARTMENT OF BUILDINGS",2021,1625,69826,74125.73,88108.2032580629,6418193.45,3949.65750769231,0,0.0487576646460237,0.521846153846154,FALSE
"DEPARTMENT OF BUILDINGS",2022,1516,70161,73495.105,83161.0500156145,7151127.21000001,4717.10238126649,0,0.0600729722924755,0.494063324538259,FALSE
"DEPARTMENT OF BUILDINGS",2023,1536,74092,78158.515,83995.0172711825,8848046.52000001,5760.446953125,6,0.0695519961425634,0.572916666666667,FALSE
"DEPARTMENT OF BUILDINGS",2024,1516,78967,86940.195,90334.3903907847,4970415.71,3278.63833113456,1,0.0349540587628886,0.563984168865435,FALSE
"DEPARTMENT OF BUILDINGS",2025,1551,81154,82491.94,82491.94,3427364.64,2209.77733075436,0,0.0251581230810738,0.369439071566731,FALSE
"DEPARTMENT OF BUSINESS SERV.",2014,212,65216.5,63918.015,84067.7460479982,63170.24,297.97283018868,0,0.00452710541394422,0.0849056603773585,FALSE
"DEPARTMENT OF BUSINESS SERV.",2015,211,67436,70296.86,92011.8699389795,35100.06,166.350995260663,0,0.00224018870776197,0.123222748815166,FALSE
"DEPARTMENT OF BUSINESS SERV.",2016,236,66930.5,63166.635,82204.4651685321,28677.08,121.513050847458,0,0.00185478406780154,0.0296610169491525,FALSE
"DEPARTMENT OF BUSINESS SERV.",2017,263,68624,68923.2,88141.3751589143,44482.78,169.136045627377,0,0.00230582241430635,0.0304182509505703,FALSE
"DEPARTMENT OF BUSINESS SERV.",2018,254,68672,67658.335,85012.7899290808,41076.84,161.719842519685,0,0.0022059831862053,0.031496062992126,FALSE
"DEPARTMENT OF BUSINESS SERV.",2019,282,71841,69605.83,85936.3709765831,45472.06,161.248439716312,0,0.00217574275876676,0.049645390070922,FALSE
"DEPARTMENT OF BUSINESS SERV.",2020,289,77411,75856.9,92026.919793559,150956.49,522.340795847751,0,0.0063642007220351,0.224913494809689,FALSE
"DEPARTMENT OF BUSINESS SERV.",2021,265,77805,81325.53,96666.1148201804,109636.87,413.724037735849,0,0.00467802605942699,0.158490566037736,FALSE
"DEPARTMENT OF BUSINESS SERV.",2022,244,80304.5,80670.49,91280.1288422424,95444.04,391.164098360656,0,0.00444288911840134,0.10655737704918,FALSE
"DEPARTMENT OF BUSINESS SERV.",2023,244,84677,83617.235,89861.3682462305,80652.38,330.542540983606,0,0.00393604452446331,0.0901639344262295,FALSE
"DEPARTMENT OF BUSINESS SERV.",2024,299,89290,83887.57,87162.5891489464,79398.39,265.546454849498,0,0.00289536023572707,0.0301003344481605,FALSE
"DEPARTMENT OF BUSINESS SERV.",2025,289,90395,85682.81,85682.81,58476.37,202.340380622837,0,0.00219905393970735,0.0173010380622837,FALSE
"DEPARTMENT OF CITY PLANNING",2014,230,68008,65097.03,85618.4377208667,55971.9,243.356086956521,0,0.00357979676928124,0.0130434782608696,FALSE
"DEPARTMENT OF CITY PLANNING",2015,247,70218,70535.4,92324.0959965195,47543.98,192.485748987854,0,0.00259633071005252,0.0202429149797571,FALSE
"DEPARTMENT OF CITY PLANNING",2016,260,72912,69984.485,91077.1510864899,54729.39,210.497653846154,0,0.00286193786782028,0.0307692307692308,FALSE
"DEPARTMENT OF CITY PLANNING",2017,288,73951.5,72816.635,93120.4346772165,40879.29,141.941979166667,0,0.00184996364468674,0.0173611111111111,FALSE
"DEPARTMENT OF CITY PLANNING",2018,295,75000,70887.85,89070.6799180647,25949.37,87.9639661016947,0,0.00117287176286845,0.00677966101694915,FALSE
"DEPARTMENT OF CITY PLANNING",2019,303,77498,75726.21,93492.6812195277,27044.08,89.2543894389437,0,0.00113773574082799,0.0099009900990099,FALSE
"DEPARTMENT OF CITY PLANNING",2020,300,78989.5,75300.365,91351.7511298342,19239.16,64.1305333333335,0,0.00078246812441751,0.00666666666666667,FALSE
"DEPARTMENT OF CITY PLANNING",2021,275,79993,80202.82,95331.6259607809,53572.71,194.809854545455,0,0.00225213175810489,0.116363636363636,FALSE
"DEPARTMENT OF CITY PLANNING",2022,261,82500,76295.44,86329.6800760175,32086.16,122.935478927203,0,0.00156766868346421,0.0191570881226054,FALSE
"DEPARTMENT OF CITY PLANNING",2023,288,89775,83069.725,89272.9728307579,39101.91,135.770520833334,0,0.00161921841081626,0.0173611111111111,FALSE
"DEPARTMENT OF CITY PLANNING",2024,292,92584,87313.73,90722.5084127724,37335.08,127.859863013699,0,0.00135634685370669,0.00342465753424658,FALSE
"DEPARTMENT OF CITY PLANNING",2025,305,96638,90785.91,90785.91,38621.53,126.627967213115,0,0.00131463090994638,0.00655737704918033,FALSE
"DEPARTMENT OF CORRECTION",2014,9777,76488,93404.21,122849.268803074,123575423.020001,12639.4009430295,169,0.143756585127953,0.912652142784085,FALSE
"DEPARTMENT OF CORRECTION",2015,9615,76488,96965.81,126918.976156941,171311953.81,17817.1558824753,315.57,0.19278723943979,0.908372334893396,FALSE
"DEPARTMENT OF CORRECTION",2016,10152,80788,104750.905,136321.843350445,258383502.860001,25451.4876733649,433.75,0.250843627064478,0.88957840819543,FALSE
"DEPARTMENT OF CORRECTION",2017,12029,71128,84739.13,108367.334191825,247442625.3,20570.5067171003,332.53,0.235772442584926,0.829994180729903,FALSE
"DEPARTMENT OF CORRECTION",2018,11892,71210,81300.74,102154.490362478,199181553.09,16749.2056079718,252.54,0.191500089885355,0.867642112344433,FALSE
"DEPARTMENT OF CORRECTION",2019,11423,85292,84556.81,104395.068527399,158048778.539999,13836.0131786745,196.15,0.156824586271381,0.895036330210978,FALSE
"DEPARTMENT OF CORRECTION",2020,10404,85292,95342.865,115666.606336973,128567787.2,12357.5343329488,219,0.133916109523681,0.907535563244906,FALSE
"DEPARTMENT OF CORRECTION",2021,9371,92073,104057.62,123686.200911752,128035674.07,13662.9681005229,199.5,0.134621446255899,0.914203393447871,FALSE
"DEPARTMENT OF CORRECTION",2022,7912,92073,121974.47,138016.334561303,229732174.88,29035.9169464105,469.86,0.23608172522498,0.881951466127401,FALSE
"DEPARTMENT OF CORRECTION",2023,7295,92073,133991.12,143996.932881658,265313931.999999,36369.2847155586,473.5,0.274715795159609,0.887731322823852,FALSE
"DEPARTMENT OF CORRECTION",2024,6890,101590,136080.145,141392.792400162,250922266.55,36418.3260595066,455.74,0.268526184646929,0.888243831640058,FALSE
"DEPARTMENT OF CORRECTION",2025,6797,105146,168782.89,168782.89,321493366,47299.3035162571,532,0.297586532911415,0.877593055759894,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2014,9802,56680,56374.82,74146.6087653318,7565856.98999999,771.868699245056,0,0.0131282532355183,0.419302183227913,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2015,10104,60677,61454.885,80438.5698839883,8974999.72999998,888.26204770388,0,0.0140461389740066,0.533056215360253,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2016,10710,62795,60463.275,78686.337869872,9904872.05,924.824654528479,0,0.0149349095546988,0.405695611577965,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2017,11040,65840,66631.005,85210.0368079325,11831535.99,1071.69710054348,0,0.0157718371490915,0.407971014492754,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2018,11321,68530,67376,84658.0356176626,12755421.95,1126.70452698531,0,0.0166123471116147,0.411801077643318,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2019,11689,70938,70319.19,86817.0956170314,14715197.77,1258.89278552482,0,0.0177874725578476,0.437248695354607,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2020,12132,72903,72668.79,88159.217010252,12963732.37,1068.55690487961,0,0.0142987237945296,0.414606000659413,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2021,11730,74294,76118.685,90477.0930379568,9431059.30999999,804.011876385347,0,0.010409976637869,0.330434782608696,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2022,11387,75037,75750.79,85713.3986802565,16524521.39,1451.17426802494,0,0.01901647636337,0.449020813208044,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2023,11474,75381,79536.81,85476.236717711,21721401.29,1893.0975501133,0,0.0236116685388908,0.51324734181628,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2024,11685,79971,84238.7,87527.4274668029,23731647.39,2030.94971245186,0,0.0233838509719745,0.527000427899016,FALSE
"DEPARTMENT OF EDUCATION ADMIN",2025,12176,82370,83764.84,83764.84,24774635.5500002,2034.71054122862,0,0.0237387251897821,0.463863337713535,FALSE
"DEPARTMENT OF FINANCE",2014,1766,60009,63940.775,84097.6809873116,1387826.92,785.85895809739,0,0.0116342018260924,0.203850509626274,FALSE
"DEPARTMENT OF FINANCE",2015,1827,65381,69799.31,91360.6245506629,1680684.47,919.914871373836,0,0.0127807270945386,0.275862068965517,FALSE
"DEPARTMENT OF FINANCE",2016,1834,67516,67734.24,88148.7033905953,2507863.91,1367.42852235551,0,0.0190839196565459,0.233369683751363,FALSE
"DEPARTMENT OF FINANCE",2017,1901,67502,71268.06,91140.0633358291,3365213.65,1770.2333771699,0,0.023513333181673,0.25039452919516,FALSE
"DEPARTMENT OF FINANCE",2018,1857,70154,71750.27,90154.3118207805,3692252.79,1988.28906300487,0,0.0260325508954198,0.257942918686053,FALSE
"DEPARTMENT OF FINANCE",2019,1921,69761,71401.11,88152.8497986421,4913313.84,2557.68549713691,0,0.0337750051870813,0.290473711608537,FALSE
"DEPARTMENT OF FINANCE",2020,1969,70457,74856.44,90813.1969525694,6587698.65000001,3345.70779583543,0,0.0413263233552126,0.305738953783647,FALSE
"DEPARTMENT OF FINANCE",2021,1878,71786.5,77150.875,91703.9869426905,7641104.61,4068.74579872204,0,0.0480471109874376,0.26517571884984,FALSE
"DEPARTMENT OF FINANCE",2022,1641,76198,79448,89896.8591396739,7663944.09,4670.28890310786,0,0.0532239698066728,0.30164533820841,FALSE
"DEPARTMENT OF FINANCE",2023,1612,83264,84865.825,91203.1969467198,7954921.35000001,4934.81473325062,0,0.0542826057917066,0.38151364764268,FALSE
"DEPARTMENT OF FINANCE",2024,1630,85953,89135.92,92615.8377620588,7516569.73,4611.39247239263,0,0.0483620271035883,0.34478527607362,FALSE
"DEPARTMENT OF FINANCE",2025,1690,87516.5,88476.65,88476.65,7292811.46999999,4315.2730591716,0,0.0464595635843965,0.288757396449704,FALSE
"DEPARTMENT OF INVESTIGATION",2014,203,68000,66795.33,87852.1155519651,322581.46,1589.07123152709,0,0.0225133311600648,0.403940886699507,FALSE
"DEPARTMENT OF INVESTIGATION",2015,250,67357.5,64518.98,84449.1773367348,379975.29,1519.90116,0,0.0219567079369617,0.532,FALSE
